gender,age,marital_status,education,nb_depend_child,employ_status,yrs_current_job,yrs_employed,net_income,spouse_work,spouse_income,residential_status,yrs_current_address,loan_amount,loan_purpose,loan_length,collateral,writeoff
F,26,divorced,univ,2,self_employ,3,6,63750,no,0,tenant,5,53537,other,50,no,yes
F,32,widowed,postgrad,0,full_time,3,11,127500,no,0,owner_morg,2,48845,debt_consol,51,no,no
M,31,married,univ,1,unemployed,0,8,0,no,0,tenant,7,9602,other,10,no,yes
F,38,married,highsch,2,self_employ,10,10,57375,yes,56265,owner_morg,7,9251,other,12,no,no
F,48,divorced,univ,2,self_employ,9,18,95625,no,0,owner_morg,9,78143,debt_consol,38,yes,no
F,33,married,highsch,2,part_time,3,6,28688,yes,50339,tenant,7,13943,other,54,yes,no
F,44,married,univ,3,part_time,8,14,47813,yes,51313,tenant,8,55842,other,51,no,no
F,22,widowed,highsch,1,full_time,2,2,31875,no,0,owner_morg,3,30102,home_improv,40,no,no
F,30,married,basic,1,unemployed,0,1,0,no,0,owner_morg,7,7790,other,8,yes,no
F,40,divorced,highsch,2,full_time,5,9,47813,no,0,tenant,3,33627,other,60,no,yes
F,28,single,basic,0,unemployed,0,6,0,no,0,owner_morg,6,6959,other,12,yes,no
M,30,married,highsch,1,self_employ,5,7,57375,yes,38850,tenant,3,91806,other,34,no,no
F,23,single,univ,0,full_time,0,1,53125,no,0,owner,5,51632,home_improv,38,yes,no
M,30,married,highsch,0,full_time,6,5,47813,no,0,tenant,7,35410,other,29,no,yes
M,39,divorced,basic,2,full_time,11,11,31875,no,0,tenant,13,23416,debt_consol,37,no,yes
M,46,divorced,highsch,2,part_time,6,22,28688,no,0,owner,15,6130,other,6,yes,no
F,36,divorced,basic,0,unemployed,0,11,0,no,0,tenant,4,11262,wedding,41,no,yes
F,23,single,highsch,0,full_time,2,2,31875,no,0,tenant,8,5042,debt_consol,12,no,no
M,23,divorced,highsch,1,self_employ,3,4,38250,no,0,owner_morg,3,24118,other,31,yes,yes
F,41,married,basic,2,unemployed,0,6,0,yes,33513,owner_morg,11,6384,other,10,no,no
F,41,married,postgrad,0,full_time,9,10,127500,yes,96924,owner_morg,6,31038,debt_consol,50,no,yes
F,29,married,highsch,3,self_employ,1,8,38250,yes,43077,owner_morg,3,6891,debt_consol,11,yes,no
F,31,single,highsch,0,full_time,0,10,47813,no,0,tenant,14,39554,debt_consol,44,no,yes
M,26,single,basic,0,self_employ,1,5,25500,no,0,owner_morg,2,25161,debt_consol,32,no,yes
F,26,single,univ,0,full_time,0,2,53125,no,0,tenant,4,32150,debt_consol,33,no,no
F,24,single,basic,0,self_employ,2,3,25500,no,0,tenant,3,23863,other,51,no,no
M,33,divorced,univ,3,full_time,2,7,79688,no,0,owner_morg,1,54549,debt_consol,48,yes,no
F,24,married,highsch,0,self_employ,2,4,38250,yes,55795,tenant,3,64909,debt_consol,38,yes,no
M,37,married,basic,3,part_time,8,7,19125,no,0,owner_morg,9,14545,vehicle,38,yes,no
M,31,single,highsch,0,self_employ,0,0,57375,no,0,tenant,6,46222,debt_consol,32,yes,no
F,25,single,basic,0,unemployed,0,0,0,no,0,tenant,9,10168,debt_consol,57,no,yes
F,32,single,highsch,0,self_employ,7,6,57375,no,0,tenant,11,42877,debt_consol,33,no,no
F,32,married,univ,0,unemployed,0,7,0,yes,28600,owner_morg,13,9819,holidays,7,no,yes
M,31,married,highsch,1,self_employ,0,10,57375,yes,26380,owner,2,21520,holidays,42,no,no
M,35,married,basic,2,part_time,9,9,19125,no,0,owner_morg,10,14933,vehicle,32,yes,yes
M,29,single,postgrad,0,full_time,6,6,85000,no,0,tenant,5,25935,vehicle,55,no,no
M,35,divorced,highsch,2,self_employ,2,9,57375,no,0,tenant,4,57356,other,33,no,yes
F,34,married,univ,1,full_time,3,9,79688,yes,76662,owner_morg,15,82091,home_improv,32,yes,no
M,24,single,highsch,0,full_time,1,3,31875,no,0,tenant,4,7166,wedding,12,no,yes
M,29,divorced,postgrad,1,full_time,2,8,85000,no,0,tenant,6,37133,debt_consol,26,no,yes
F,25,single,univ,0,full_time,3,4,53125,no,0,owner,4,46054,debt_consol,57,no,no
M,36,single,basic,0,unemployed,0,14,0,no,0,tenant,10,14575,other,51,no,no
F,27,divorced,univ,3,full_time,2,7,53125,no,0,tenant,7,45722,other,57,no,yes
F,34,married,basic,2,self_employ,4,3,38250,yes,55406,owner_morg,15,82669,home_improv,35,no,no
M,29,divorced,univ,3,unemployed,0,0,0,no,0,tenant,6,8210,debt_consol,12,no,yes
M,32,divorced,basic,1,self_employ,3,6,38250,no,0,tenant,10,32248,debt_consol,30,no,no
M,32,married,basic,2,full_time,1,5,31875,no,0,tenant,9,25887,debt_consol,28,no,no
M,22,married,univ,0,self_employ,2,2,63750,yes,34605,tenant,6,55200,debt_consol,46,no,yes
F,21,single,basic,0,unemployed,0,0,0,no,0,w_parents,7,6222,wedding,9,no,yes
M,40,married,postgrad,0,unemployed,0,18,0,no,0,tenant,12,10528,vehicle,29,no,no
M,34,single,basic,0,unemployed,0,3,0,no,0,tenant,2,16738,other,42,no,yes
M,23,single,basic,0,part_time,0,2,12750,no,0,tenant,5,15533,wedding,41,no,yes
F,21,single,highsch,0,full_time,0,0,31875,no,0,tenant,4,21656,other,24,no,yes
M,30,married,postgrad,0,self_employ,2,7,153000,yes,70812,tenant,12,138378,debt_consol,86,no,yes
F,29,divorced,postgrad,2,full_time,3,3,85000,no,0,tenant,7,74236,debt_consol,41,no,yes
F,25,married,univ,2,full_time,3,4,53125,yes,28641,tenant,7,66597,debt_consol,42,no,yes
M,27,married,basic,0,self_employ,5,6,25500,yes,43360,tenant,4,68723,debt_consol,51,no,yes
F,30,married,highsch,0,part_time,2,3,28688,yes,59069,owner,14,15036,debt_consol,59,yes,no
M,28,widowed,highsch,0,self_employ,5,5,38250,no,0,owner_morg,10,33176,home_improv,34,yes,no
F,35,married,basic,1,full_time,2,6,31875,yes,32305,tenant,8,34837,other,28,no,no
F,44,single,univ,0,part_time,2,16,47813,no,0,tenant,8,18228,wedding,49,no,yes
F,54,married,highsch,1,part_time,5,16,33469,yes,48100,tenant,4,81070,debt_consol,35,no,no
F,52,single,univ,0,part_time,10,27,55781,no,0,tenant,9,38937,other,38,yes,no
M,34,widowed,highsch,3,part_time,7,6,28688,no,0,tenant,12,10241,wedding,57,no,no
F,29,single,univ,0,unemployed,0,9,0,no,0,tenant,9,17903,vehicle,60,no,yes
M,28,single,basic,0,full_time,3,4,21250,no,0,tenant,4,14382,wedding,34,no,no
M,41,divorced,univ,1,unemployed,0,6,0,no,0,tenant,7,17886,wedding,56,no,no
M,25,married,highsch,0,full_time,0,2,31875,yes,51092,tenant,7,51188,other,42,no,yes
F,36,married,univ,3,unemployed,0,12,0,yes,25610,tenant,7,21796,holidays,57,no,no
F,35,married,highsch,1,full_time,7,10,47813,no,0,owner,6,38838,home_improv,54,yes,no
M,45,married,highsch,2,part_time,1,7,28688,yes,54370,tenant,7,35106,other,42,no,no
F,45,divorced,basic,0,self_employ,7,10,38250,no,0,tenant,11,19923,vehicle,60,no,no
F,31,divorced,basic,0,unemployed,0,0,0,no,0,tenant,11,5240,other,11,no,yes
M,25,single,basic,0,part_time,3,4,12750,no,0,tenant,4,9967,wedding,8,no,yes
F,36,single,univ,0,part_time,7,10,47813,no,0,tenant,15,12647,other,55,no,yes
F,26,single,univ,0,full_time,2,2,53125,no,0,tenant,3,22640,other,34,no,yes
F,33,single,postgrad,0,full_time,4,10,127500,no,0,owner_morg,3,12798,wedding,59,no,yes
M,30,divorced,univ,3,self_employ,3,2,95625,no,0,owner_morg,9,68144,debt_consol,54,yes,no
F,27,divorced,basic,2,part_time,3,6,12750,no,0,owner_morg,4,10006,vehicle,44,yes,no
F,37,divorced,basic,1,unemployed,0,0,0,no,0,tenant,7,11004,vehicle,53,no,yes
M,33,single,basic,0,full_time,5,5,31875,no,0,tenant,9,23856,vehicle,33,no,yes
F,36,married,basic,1,part_time,7,10,19125,yes,26209,tenant,7,13455,other,26,no,no
M,30,divorced,highsch,1,self_employ,2,7,57375,no,0,owner,14,16062,other,58,yes,no
M,32,single,highsch,0,full_time,7,7,47813,no,0,tenant,7,11375,other,54,no,no
M,31,single,univ,0,unemployed,0,4,0,no,0,tenant,12,11585,vehicle,49,no,yes
F,26,divorced,highsch,1,full_time,1,6,31875,no,0,owner,9,25698,wedding,42,yes,no
M,28,single,univ,0,unemployed,0,5,0,no,0,owner,5,13391,vehicle,60,yes,no
M,29,widowed,highsch,2,part_time,6,5,19125,no,0,owner,6,15753,vehicle,59,no,yes
F,29,married,basic,3,unemployed,0,2,0,no,0,owner_morg,3,5066,debt_consol,8,yes,no
F,36,married,postgrad,2,self_employ,0,1,153000,no,0,owner_morg,1,16483,debt_consol,54,no,no
F,24,single,univ,0,part_time,2,2,31875,no,0,tenant,6,23485,debt_consol,50,no,yes
M,30,married,highsch,1,part_time,4,6,28688,yes,37878,owner_morg,7,14641,vehicle,54,no,no
M,45,single,highsch,0,unemployed,0,2,0,no,0,tenant,10,14430,other,25,no,yes
F,32,married,basic,2,full_time,1,7,31875,yes,36814,tenant,4,21927,debt_consol,44,no,no
F,23,single,univ,0,self_employ,1,2,63750,no,0,owner,4,9362,vehicle,12,yes,no
F,46,single,highsch,0,part_time,13,14,28688,no,0,tenant,11,22468,debt_consol,32,no,yes
M,27,divorced,postgrad,1,full_time,0,1,85000,no,0,tenant,9,27353,vehicle,55,no,yes
F,39,single,highsch,0,full_time,8,10,47813,no,0,owner,14,15993,other,42,no,no
M,27,divorced,univ,0,self_employ,2,2,63750,no,0,tenant,10,14086,wedding,48,no,yes
F,43,divorced,highsch,2,full_time,0,6,47813,no,0,tenant,3,22529,debt_consol,51,no,yes
M,26,married,univ,3,unemployed,0,5,0,no,0,tenant,5,12401,other,33,no,no
F,33,divorced,univ,0,full_time,4,11,79688,no,0,tenant,8,7330,wedding,8,no,yes
F,29,single,highsch,0,unemployed,0,4,0,no,0,tenant,5,5107,other,6,no,yes
F,41,married,univ,1,full_time,1,9,79688,yes,59425,owner,12,63284,home_improv,27,no,no
M,49,married,univ,1,full_time,15,17,79688,yes,31337,owner_morg,7,97227,home_improv,24,yes,no
M,23,single,basic,0,self_employ,1,1,25500,no,0,tenant,8,18010,vehicle,45,no,yes
F,20,divorced,highsch,1,unemployed,0,2,0,no,0,owner,7,12078,other,31,no,yes
M,31,married,basic,1,self_employ,2,4,38250,yes,51795,tenant,11,78061,debt_consol,50,no,no
M,41,single,highsch,0,part_time,5,15,28688,no,0,tenant,8,25587,debt_consol,32,no,yes
M,29,divorced,univ,0,full_time,3,6,53125,no,0,owner_morg,1,37656,debt_consol,52,no,yes
F,37,divorced,highsch,2,full_time,8,11,47813,no,0,owner_morg,12,41492,home_improv,37,no,yes
F,23,married,basic,0,part_time,2,4,12750,yes,32028,owner_morg,5,26236,vehicle,49,no,yes
F,28,divorced,univ,3,full_time,0,5,53125,no,0,owner_morg,5,20705,debt_consol,33,no,yes
F,34,widowed,highsch,0,part_time,1,2,28688,no,0,owner_morg,11,9686,other,7,yes,no
M,36,divorced,postgrad,0,full_time,6,13,127500,no,0,owner_morg,12,111848,home_improv,93,yes,no
F,27,divorced,postgrad,2,full_time,3,6,85000,no,0,owner,7,40981,home_improv,36,yes,no
F,34,married,highsch,0,unemployed,0,1,0,yes,44807,tenant,3,28679,debt_consol,56,no,no
M,25,single,highsch,0,part_time,1,1,19125,no,0,tenant,9,9240,debt_consol,8,no,yes
F,33,single,highsch,0,full_time,0,12,47813,no,0,tenant,11,11049,other,37,no,yes
F,47,married,univ,3,self_employ,8,17,95625,yes,32702,owner,5,127365,home_improv,48,yes,no
F,39,single,univ,0,part_time,6,13,47813,no,0,tenant,4,30369,debt_consol,53,no,yes
M,34,widowed,postgrad,0,full_time,8,11,127500,no,0,tenant,1,125810,other,96,yes,no
M,33,single,univ,0,self_employ,6,8,95625,no,0,tenant,5,15680,debt_consol,26,no,yes
M,25,single,basic,0,unemployed,0,2,0,no,0,owner_morg,7,18463,other,39,yes,no
F,23,divorced,highsch,0,self_employ,2,2,38250,no,0,owner_morg,6,15082,other,57,yes,no
F,43,single,basic,0,unemployed,0,6,0,no,0,owner,5,17948,debt_consol,39,no,yes
M,33,married,highsch,2,part_time,1,8,28688,no,0,owner,8,10335,holidays,51,no,no
M,26,divorced,univ,2,unemployed,0,6,0,no,0,owner,7,17975,wedding,39,no,yes
F,32,divorced,highsch,1,full_time,3,6,47813,no,0,tenant,13,33716,debt_consol,46,no,yes
F,32,married,basic,2,unemployed,0,3,0,yes,9071,tenant,5,9107,other,11,no,no
M,31,single,univ,0,unemployed,0,2,0,no,0,tenant,7,7931,wedding,10,no,yes
F,32,single,univ,0,full_time,0,5,79688,no,0,tenant,1,47812,other,55,no,no
M,37,divorced,basic,1,full_time,9,8,31875,no,0,tenant,6,16960,wedding,42,no,yes
F,28,divorced,highsch,0,self_employ,1,2,38250,no,0,tenant,4,18645,other,49,no,yes
M,28,married,postgrad,3,full_time,2,6,85000,yes,31172,owner_morg,4,33416,home_improv,57,no,yes
M,30,divorced,basic,1,full_time,6,9,31875,no,0,tenant,5,16325,debt_consol,40,no,yes
F,30,divorced,postgrad,2,full_time,1,6,127500,no,0,tenant,5,52222,other,58,no,yes
M,32,single,highsch,0,self_employ,0,10,57375,no,0,tenant,2,25792,debt_consol,41,yes,no
F,27,single,highsch,0,self_employ,3,5,38250,no,0,owner_morg,9,13000,vehicle,52,yes,no
F,30,married,highsch,2,part_time,6,5,28688,yes,47181,owner_morg,10,49752,debt_consol,35,no,no
M,38,single,highsch,0,full_time,5,10,47813,no,0,tenant,10,28682,vehicle,41,no,yes
M,33,single,highsch,0,unemployed,0,2,0,no,0,tenant,5,13248,wedding,51,no,no
M,25,single,highsch,0,part_time,1,4,19125,no,0,owner,1,13763,wedding,57,yes,no
M,36,married,postgrad,0,part_time,4,6,76500,yes,67564,tenant,2,116674,debt_consol,68,no,yes
M,27,single,highsch,0,part_time,1,3,19125,no,0,tenant,8,18773,debt_consol,59,no,yes
M,44,single,univ,0,full_time,10,10,79688,no,0,owner,9,13659,wedding,29,no,no
M,35,single,highsch,0,full_time,8,13,47813,no,0,tenant,2,44611,other,44,no,yes
F,42,divorced,highsch,1,self_employ,4,19,57375,no,0,owner,15,55644,home_improv,55,yes,no
M,39,married,highsch,1,full_time,5,17,47813,yes,58134,owner_morg,8,76958,home_improv,59,yes,no
M,26,divorced,univ,2,part_time,4,4,31875,no,0,owner_morg,10,23450,other,57,yes,no
M,29,divorced,postgrad,2,full_time,2,5,85000,no,0,tenant,9,70259,debt_consol,34,no,yes
M,30,single,highsch,0,self_employ,1,3,57375,no,0,tenant,8,13582,other,28,no,yes
M,42,married,univ,3,part_time,2,10,47813,yes,48075,owner,14,18055,other,26,no,no
M,41,divorced,highsch,2,self_employ,11,14,57375,no,0,tenant,1,31648,other,32,yes,no
F,35,married,basic,2,self_employ,1,6,38250,yes,40049,tenant,5,16091,debt_consol,57,no,no
M,28,widowed,highsch,2,unemployed,0,4,0,no,0,owner_morg,10,19950,wedding,37,no,no
M,26,divorced,basic,1,unemployed,0,1,0,no,0,tenant,10,10408,wedding,31,no,yes
F,38,married,univ,0,self_employ,9,13,95625,yes,36295,owner_morg,6,127967,home_improv,92,yes,no
F,36,single,basic,0,self_employ,1,5,38250,no,0,tenant,7,14278,debt_consol,29,no,no
F,40,single,univ,0,self_employ,7,7,95625,no,0,tenant,3,41519,other,52,no,no
M,42,married,basic,1,part_time,9,18,19125,yes,20364,tenant,2,21314,debt_consol,42,no,no
M,52,divorced,univ,0,full_time,17,14,92969,no,0,tenant,11,8484,debt_consol,12,no,yes
M,42,single,highsch,0,full_time,8,14,47813,no,0,tenant,6,43370,debt_consol,54,no,yes
F,22,single,basic,0,unemployed,0,0,0,no,0,owner,7,8858,vehicle,7,no,yes
M,28,divorced,highsch,0,unemployed,0,4,0,no,0,tenant,2,13514,wedding,37,no,yes
M,26,single,univ,0,part_time,1,6,31875,no,0,tenant,7,22484,debt_consol,38,no,yes
M,33,divorced,highsch,2,part_time,6,10,28688,no,0,tenant,9,26602,wedding,36,no,yes
M,23,single,univ,0,part_time,2,4,31875,no,0,owner,8,20223,other,45,yes,no
F,31,single,univ,0,self_employ,2,9,95625,no,0,tenant,1,64921,debt_consol,33,no,yes
M,31,married,univ,1,self_employ,2,8,95625,yes,56926,owner_morg,14,48958,debt_consol,38,yes,no
F,39,married,basic,1,unemployed,0,5,0,yes,58849,owner,7,28852,vehicle,54,yes,no
F,29,widowed,postgrad,2,full_time,0,9,85000,no,0,owner_morg,10,53830,home_improv,32,no,no
F,34,single,postgrad,0,full_time,3,11,127500,no,0,owner,2,117029,home_improv,78,yes,no
F,31,divorced,univ,2,full_time,7,6,79688,no,0,owner,5,65653,debt_consol,42,yes,no
M,25,divorced,univ,2,self_employ,2,2,63750,no,0,owner_morg,2,36288,debt_consol,59,yes,no
M,42,married,postgrad,1,self_employ,2,17,153000,yes,90768,tenant,9,174429,other,68,no,no
M,35,single,postgrad,0,full_time,1,2,127500,no,0,tenant,8,86608,debt_consol,55,yes,no
M,24,divorced,highsch,0,full_time,3,5,31875,no,0,tenant,4,13659,other,46,no,no
M,28,married,highsch,1,unemployed,0,8,0,yes,9227,owner_morg,9,10888,other,56,no,no
M,21,single,basic,0,part_time,1,2,12750,no,0,w_parents,8,17487,vehicle,39,no,yes
F,27,married,univ,2,part_time,0,0,31875,yes,50076,owner_morg,1,54167,home_improv,59,yes,no
M,37,married,postgrad,2,part_time,3,10,76500,yes,55894,tenant,4,99271,debt_consol,46,no,no
F,29,married,highsch,3,full_time,0,6,31875,yes,56178,tenant,9,29288,debt_consol,37,no,yes
M,28,married,highsch,2,unemployed,0,1,0,no,0,tenant,6,16479,holidays,49,no,no
F,29,married,univ,2,part_time,2,9,31875,yes,40393,owner_morg,5,26875,other,52,no,no
F,27,divorced,highsch,0,full_time,5,6,31875,no,0,tenant,9,24867,other,51,no,yes
F,20,divorced,basic,0,full_time,0,1,21250,no,0,tenant,7,14280,debt_consol,26,no,no
F,25,single,univ,0,full_time,1,1,53125,no,0,owner,10,12452,vehicle,51,yes,no
M,42,divorced,univ,2,self_employ,12,19,95625,no,0,tenant,2,29114,vehicle,44,no,no
F,34,single,highsch,0,full_time,7,11,47813,no,0,tenant,2,14486,other,27,no,yes
F,26,married,basic,2,part_time,3,2,12750,no,0,owner,9,16014,holidays,47,yes,no
M,29,widowed,univ,1,unemployed,0,7,0,no,0,tenant,2,15258,debt_consol,28,no,yes
F,37,divorced,highsch,2,part_time,3,7,28688,no,0,tenant,14,7446,wedding,6,no,no
M,23,single,basic,0,full_time,2,2,21250,no,0,owner,3,6566,vehicle,9,yes,no
M,37,widowed,univ,2,full_time,10,9,79688,no,0,owner,1,6669,debt_consol,8,no,no
M,26,widowed,highsch,2,unemployed,0,2,0,no,0,owner_morg,4,15470,wedding,58,no,no
F,28,widowed,univ,2,unemployed,0,4,0,no,0,owner,6,18150,wedding,57,no,no
M,29,divorced,highsch,3,part_time,5,6,19125,no,0,owner,6,11460,debt_consol,49,yes,no
F,50,married,univ,2,full_time,0,10,92969,yes,48224,owner_morg,2,20973,vehicle,41,yes,no
F,29,divorced,highsch,3,full_time,6,6,31875,no,0,tenant,4,17410,vehicle,53,no,no
M,24,married,highsch,0,full_time,0,2,31875,yes,39786,owner_morg,7,56265,home_improv,35,yes,no
F,32,widowed,highsch,3,part_time,4,10,28688,no,0,tenant,3,21109,other,47,no,no
M,30,single,highsch,0,unemployed,0,2,0,no,0,owner,11,15599,other,50,no,yes
M,25,single,basic,0,self_employ,0,2,25500,no,0,tenant,9,12541,debt_consol,28,no,yes
F,43,widowed,highsch,2,full_time,4,6,47813,no,0,owner_morg,3,32023,home_improv,53,no,yes
M,36,single,highsch,0,self_employ,1,14,57375,no,0,owner_morg,13,57123,debt_consol,47,yes,no
M,31,married,univ,3,unemployed,0,3,0,no,0,tenant,7,13200,other,50,no,no
F,35,single,univ,0,full_time,5,12,79688,no,0,tenant,4,67976,other,59,no,yes
M,25,single,highsch,0,part_time,3,6,19125,no,0,tenant,10,8198,vehicle,9,no,yes
F,25,single,highsch,0,full_time,4,3,31875,no,0,tenant,1,10954,debt_consol,47,no,yes
F,36,married,highsch,0,full_time,4,10,47813,yes,57844,owner,10,40418,home_improv,59,yes,no
F,24,married,univ,0,full_time,0,3,53125,yes,46316,tenant,6,90249,debt_consol,54,no,no
F,27,single,highsch,0,full_time,1,5,31875,no,0,owner_morg,10,5066,vehicle,8,no,no
F,32,single,postgrad,0,full_time,0,1,127500,no,0,tenant,8,12913,wedding,25,yes,no
F,34,married,highsch,3,unemployed,0,10,0,yes,25311,tenant,11,22884,vehicle,50,no,no
F,44,married,highsch,0,unemployed,0,7,0,yes,56679,tenant,4,28802,holidays,55,no,yes
F,31,single,highsch,0,unemployed,0,3,0,no,0,owner,12,16979,debt_consol,45,yes,no
F,35,divorced,postgrad,2,full_time,9,14,127500,no,0,owner,10,60834,home_improv,48,no,yes
F,41,married,highsch,1,self_employ,12,12,57375,yes,49820,tenant,1,59159,debt_consol,54,no,no
M,39,divorced,postgrad,0,full_time,9,15,127500,no,0,tenant,8,37582,other,30,no,yes
M,44,divorced,highsch,2,unemployed,0,4,0,no,0,tenant,2,12277,vehicle,37,no,no
M,22,divorced,highsch,1,self_employ,2,3,38250,no,0,owner,5,13339,wedding,28,no,yes
M,33,divorced,highsch,1,self_employ,8,9,57375,no,0,tenant,4,40868,debt_consol,49,no,yes
F,45,single,highsch,0,full_time,5,7,47813,no,0,owner_morg,5,44276,home_improv,59,yes,no
F,49,married,univ,1,part_time,14,24,47813,yes,59682,tenant,7,37458,debt_consol,45,no,no
F,36,single,highsch,0,unemployed,0,2,0,no,0,tenant,1,17909,other,37,no,yes
F,26,married,highsch,0,part_time,0,6,19125,yes,41611,tenant,7,41545,debt_consol,33,no,yes
M,25,divorced,highsch,1,full_time,3,5,31875,no,0,tenant,8,29567,debt_consol,26,no,no
F,26,married,highsch,0,part_time,4,4,19125,yes,44525,tenant,6,11582,debt_consol,25,no,yes
F,35,married,basic,1,full_time,0,8,31875,yes,52469,tenant,12,23110,vehicle,50,no,no
F,32,married,highsch,0,full_time,7,10,47813,yes,59159,owner_morg,6,59549,debt_consol,25,yes,no
F,28,divorced,highsch,0,unemployed,0,0,0,no,0,tenant,10,15039,wedding,56,no,yes
M,42,single,univ,0,full_time,4,18,79688,no,0,owner,11,34971,home_improv,46,no,yes
F,32,single,highsch,0,unemployed,0,6,0,no,0,tenant,6,7231,vehicle,8,no,yes
M,26,married,univ,0,self_employ,2,3,63750,no,0,tenant,4,14152,vehicle,55,no,yes
F,32,married,basic,2,self_employ,5,8,38250,no,0,owner,13,5024,other,11,yes,no
M,44,divorced,univ,3,full_time,9,19,79688,no,0,tenant,12,77201,debt_consol,39,yes,no
M,28,single,univ,0,full_time,5,5,53125,no,0,tenant,2,36788,debt_consol,46,no,yes
F,23,single,highsch,0,full_time,0,2,31875,no,0,tenant,5,22209,vehicle,52,no,no
F,33,single,univ,0,self_employ,4,5,95625,no,0,tenant,10,74630,debt_consol,40,no,yes
M,26,divorced,univ,1,full_time,0,3,53125,no,0,owner,6,33332,home_improv,59,yes,no
M,43,single,univ,0,full_time,8,11,79688,no,0,tenant,3,47150,other,28,yes,no
M,32,single,postgrad,0,full_time,2,9,127500,no,0,owner,15,86708,home_improv,28,yes,no
M,34,single,highsch,0,self_employ,6,8,57375,no,0,owner,13,42330,debt_consol,42,yes,no
M,30,married,highsch,1,self_employ,0,4,57375,yes,46962,tenant,8,78350,other,59,no,yes
F,35,single,basic,0,full_time,6,12,31875,no,0,tenant,13,24041,wedding,43,no,no
M,24,divorced,highsch,0,full_time,1,2,31875,no,0,tenant,5,11651,debt_consol,55,no,yes
F,24,single,highsch,0,part_time,2,2,19125,no,0,tenant,7,19241,other,50,no,yes
F,32,married,highsch,1,self_employ,2,7,57375,yes,35690,owner_morg,3,68668,debt_consol,32,yes,no
M,51,married,highsch,2,part_time,6,22,33469,yes,58170,tenant,9,81303,debt_consol,48,no,no
F,32,single,highsch,0,unemployed,0,3,0,no,0,tenant,12,17255,other,42,no,yes
F,45,divorced,basic,0,full_time,1,2,31875,no,0,tenant,11,29492,vehicle,43,no,yes
F,42,divorced,basic,3,full_time,9,14,31875,no,0,tenant,2,21753,debt_consol,46,no,yes
M,37,married,basic,2,self_employ,0,8,38250,no,0,tenant,2,9496,other,9,no,no
M,23,married,highsch,1,unemployed,0,2,0,yes,15574,tenant,6,6494,other,6,no,no
F,25,single,highsch,0,self_employ,1,4,38250,no,0,tenant,3,15823,vehicle,49,no,yes
M,49,widowed,basic,2,unemployed,0,21,0,no,0,tenant,13,9160,debt_consol,6,no,yes
F,26,divorced,univ,0,full_time,3,2,53125,no,0,owner,5,42068,home_improv,58,yes,no
F,36,married,highsch,0,unemployed,0,5,0,yes,12590,tenant,14,12429,holidays,46,no,yes
M,47,widowed,univ,2,unemployed,0,18,0,no,0,owner_morg,5,18831,debt_consol,37,yes,no
M,36,single,highsch,0,unemployed,0,12,0,no,0,tenant,11,17344,wedding,34,no,yes
M,29,married,univ,1,unemployed,0,5,0,yes,36438,tenant,8,16393,debt_consol,24,no,no
F,35,married,basic,1,part_time,8,11,19125,yes,35553,owner_morg,2,10176,other,41,yes,no
F,25,divorced,highsch,3,unemployed,0,2,0,no,0,owner_morg,7,19050,vehicle,46,no,yes
M,31,divorced,highsch,2,full_time,2,5,47813,no,0,tenant,14,16739,debt_consol,48,no,yes
M,34,single,highsch,0,full_time,2,6,47813,no,0,tenant,10,45243,debt_consol,44,no,yes
M,26,divorced,highsch,2,full_time,3,6,31875,no,0,tenant,3,30945,debt_consol,52,no,no
M,49,widowed,univ,0,unemployed,0,11,0,no,0,tenant,3,14411,vehicle,54,no,no
F,39,married,highsch,0,self_employ,10,10,57375,yes,29419,tenant,11,16102,other,43,no,yes
F,59,widowed,univ,1,full_time,18,18,92969,no,0,tenant,13,6229,other,7,no,no
F,36,married,highsch,2,full_time,7,6,47813,yes,55694,owner,4,6207,other,7,no,no
F,27,divorced,univ,0,self_employ,4,4,63750,no,0,tenant,2,29941,vehicle,44,no,yes
F,25,divorced,univ,1,self_employ,4,5,63750,no,0,owner,8,21102,vehicle,26,yes,yes
M,29,widowed,highsch,1,self_employ,5,7,38250,no,0,tenant,8,22887,wedding,27,no,no
F,27,single,univ,0,full_time,4,4,53125,no,0,tenant,6,8591,wedding,6,no,no
F,52,single,highsch,0,full_time,7,13,55781,no,0,tenant,4,31988,debt_consol,42,no,yes
M,20,single,highsch,0,unemployed,0,2,0,no,0,w_parents,8,9339,debt_consol,12,no,yes
M,31,divorced,univ,1,part_time,5,6,47813,no,0,owner_morg,6,22261,other,58,yes,no
F,26,single,basic,0,unemployed,0,0,0,no,0,tenant,9,13921,debt_consol,31,no,yes
M,29,divorced,basic,2,full_time,5,7,21250,no,0,tenant,3,19697,other,54,no,yes
M,29,single,highsch,0,unemployed,0,1,0,no,0,owner,1,8270,wedding,6,yes,no
F,33,single,univ,0,part_time,7,10,47813,no,0,tenant,8,25256,other,33,no,no
M,28,married,highsch,2,part_time,4,7,19125,yes,33757,owner,6,41974,home_improv,57,no,no
F,34,single,basic,0,unemployed,0,8,0,no,0,tenant,6,12032,debt_consol,50,no,yes
M,25,single,univ,0,part_time,1,1,31875,no,0,owner_morg,7,31518,home_improv,31,no,yes
F,34,married,postgrad,0,part_time,1,11,76500,yes,59428,owner_morg,4,98960,debt_consol,31,yes,no
F,41,single,highsch,0,part_time,9,15,28688,no,0,owner_morg,9,22890,other,33,yes,yes
